recall,val_recall,val_precision,val_loss,loss,accuracy,val_accuracy,precision
0.83516484,0.0,0.0,0.16028257971399862,0.5627003484838854,0.7513812,0.95652175,0.7169811
0.95098037,0.0,0.0,0.5308380536585496,0.3230712397838111,0.8839779,0.65217394,0.8584071
0.96590906,0.0,0.0,0.21925248719096924,0.24254143016906224,0.93370163,0.9130435,0.90425533
0.9893617,0.0,0.0,0.16415211905836663,0.15171705026503193,0.96132594,0.9130435,0.93939394
0.95,0.0,0.0,0.40900596920788906,0.19369711527590053,0.95027626,0.9130435,0.9382716
